Project_Id,ProjectName,City,State,Zipcode,Country,RatingSystem,PointsAchieved,CertLevel,CertDate,IsCertified,GrossFloorAreaSqm,ProjectTypes,waste_intensity,Waste Reduction %,Estimated Waste,Waste Savings
1000180396,ANSYS Pune,PUN,MAH,411057,IN,LEED v4.1 O+M: EB,64,Gold,2024-04-11,Yes,4952.57,Office: Other Office,60,50,297154.2,14857710.0
1000180408,I-Building,WD,DC,20006,US,LEED v4.1 O+M: EB,68,Gold,2024-05-03,Yes,44356.17,Office: Financial,60,50,2661370.2,133068510.0
1000180412,J-Building,WD,DC,20006,US,LEED v4.1 O+M: EB,73,Gold,2024-05-03,Yes,45326.82,Office: Financial,60,50,2719609.2,135980460.0
1000180414,C-Building,WD,DC,20006,US,LEED v4.1 O+M: EB,66,Gold,2024-04-15,Yes,22391.76,Office: Financial,60,50,1343505.6,67175280.0
1000180426,Canada Place,EDM,AB,0,CA,LEED v4.1 O+M: EB,59,Silver,2024-03-20,Yes,99050.0,Office: Government,60,40,5943000.0,237720000.0
1000180430,Thomas D'Arcy McGee Building,OTT,ON,0,CA,LEED v4.1 O+M: EB,64,Gold,2024-03-20,Yes,49465.92,Office: Government,60,50,2967955.2,148397760.0
1000180483,CONF,CON,CON,0,IT,LEED v4 BD+C: NC,71,Gold,2024-12-05,Yes,5198.0,CONF,50,50,259900.0,12995000.0
1000180493,RL NC66,KER,NC,27284,US,LEED v4.1 O+M: EB,55,Silver,2024-05-28,Yes,94515.89,Warehouse: Nonrefrigerated Distribution/Shipping,40,40,3780635.6,151225424.0
1000180505,CONF,CON,CON,0,IT,LEED v4 BD+C: NC,62,Gold,2024-09-05,Yes,9350.0,CONF,50,50,467500.0,23375000.0
1000180545,MERLIN PROPERTIES - Puerta Naciones Ed.1,MAD,MAD,28042,ES,LEED v4 O+M: EB,84,Platinum,2024-09-30,Yes,11571.0,Office: Mixed-Use,60,60,694260.0,41655600.0
1000180547,MERLIN PROPERTIES - Puerta Naciones Ed.3,MAD,MAD,28042,ES,LEED v4 O+M: EB,67,Gold,2024-09-30,Yes,10506.0,Office: Mixed-Use,60,50,630360.0,31518000.0
1000180556,RL HPD,HP,NC,27260,US,LEED v4.1 O+M: EB,54,Silver,2024-05-13,Yes,99160.95,Warehouse: Nonrefrigerated Distribution/Shipping,40,40,3966438.0,158657520.0
1000180592,Glenridge Highlands Two,SS,GA,30342,US,LEED v4.1 O+M: EB,60,Gold,2024-01-16,Yes,40524.29,Office: Mixed-Use,60,50,2431457.4,121572870.0
1000180714,Harry Hays Building,CAL,AB,0,CA,LEED v4.1 O+M: EB,62,Gold,2024-03-20,Yes,53526.95,Office: Government,60,50,3211617.0,160580850.0
1000180802,3F Tekstil Fabrikasi,COR,COR,19040,TR,LEED v4.1 O+M: EB,65,Gold,2024-08-23,Yes,5507.0,Industrial Manufacturing,100,50,550700.0,27535000.0
1000180911,Rio Metropolitan Center,RDJ,RJ,0,BR,LEED v4.1 O+M: EB,66,Gold,2024-01-12,Yes,41256.34,Office: Mixed-Use,60,50,2475380.4,123769020.0
1000180921,CSWADI Lakeside Design Headquarters,CHE,SIC,610000,CN,LEED v4.1 O+M: EB,66,Gold,2024-07-03,Yes,41397.0,Office: Administrative/Professional,60,50,2483820.0,124191000.0
1000181021,Burj Khalifa,DUB,AE,888888,AE,LEED v4.1 O+M: EB,83,Platinum,2024-02-27,Yes,373703.99,Other,50,60,18685199.5,1121111970.0
1000181026,Alexandra House,HK,HK,0,HK,LEED v4.1 O+M: EB,82,Platinum,2024-04-03,Yes,47870.0,Office: Mixed-Use,60,60,2872200.0,172332000.0
1000181029,Chater House,HK,HK,0,HK,LEED v4.1 O+M: EB,81,Platinum,2024-04-03,Yes,53489.0,Office: Mixed-Use,60,60,3209340.0,192560400.0
1000181032,Jardine House,HK,HK,0,HK,LEED v4.1 O+M: EB,89,Platinum,2024-06-18,Yes,88504.0,Office: Mixed-Use,60,60,5310240.0,318614400.0
1000181040,Tanasbourne I,HIL,OR,97124,US,LEED v4.1 O+M: EB,56,Silver,2024-06-11,Yes,4595.17,Office: Mixed-Use,60,40,275710.2,11028408.0
1000181049,The Landmark,HK,HK,0,HK,LEED v4.1 O+M: EB,82,Platinum,2024-04-04,Yes,161426.0,Office: Mixed-Use,60,60,9685560.0,581133600.0
1000181051,Exchange Square,HK,HK,0,HK,LEED v4.1 O+M: EB,83,Platinum,2024-04-04,Yes,206959.0,Office: Mixed-Use,60,60,12417540.0,745052400.0
1000181053,Prince's Building,HK,HK,0,HK,LEED v4.1 O+M: EB,82,Platinum,2024-04-03,Yes,71770.0,Office: Mixed-Use,60,60,4306200.0,258372000.0
1000181061,Himalaya Wellness Company Phase 1,"V,TK",KAR,572138,IN,LEED v4 BD+C: NC,63,Gold,2024-02-17,Yes,2583336.0,Industrial Manufacturing,100,50,258333600.0,12916680000.0
1000181081,Tanasbourne II,HIL,OR,97124,US,LEED v4.1 O+M: EB,69,Gold,2024-06-11,Yes,5063.21,Office: Mixed-Use,60,50,303792.6,15189630.0
1000181167,160 Gould St,NEE,MA,2494,US,LEED v4 O+M: EB,53,Silver,2024-07-08,Yes,12407.1,Office: Administrative/Professional,60,40,744426.0,29777040.0
1000181611,Innov Tower,BEI,BEI,100025,CN,LEED v4 O+M: EB,84,Platinum,2024-01-02,Yes,58625.0,Office: Other Office,60,60,3517500.0,211050000.0
1000181664,CONF,CON,CON,0,IN,LEED v4 BD+C: NC,86,Platinum,2024-09-13,Yes,3200.0,CONF,50,60,160000.0,9600000.0
1000181743,West Memorial Place Phase I,HOU,TX,77079,US,LEED v4.1 O+M: EB,61,Gold,2024-08-02,Yes,31433.54,Office: Administrative/Professional,60,50,1886012.4,94300620.0
1000181745,West Memorial Place Phase II,HOU,TX,77079,US,LEED v4.1 O+M: EB,57,Silver,2024-07-23,Yes,36517.2,Office: Administrative/Professional,60,40,2191032.0,87641280.0
1000182032,SMU Dallas Hall,DAL,TX,75205,US,LEED v4.1 O+M: EB,82,Platinum,2025-03-14,Yes,5854.47,Core Learning Space: College/University,25,60,146361.75,8781705.0
1000182106,Shairu Gems Diamonds Pvt Ltd,SUR,GUJ,395004,IN,LEED v4.1 O+M: EB,83,Platinum,2024-08-14,Yes,9449.54,Office: Mixed-Use,60,60,566972.4,34018344.0
1000182132,510 Seymour,VAN,BC,0,CA,LEED v4.1 O+M: EB,73,Gold,2025-01-23,Yes,6719.12,Office: Administrative/Professional,60,50,403147.2,20157360.0
1000182169,KP Sanghvi International Pvt Ltd,MUM,MAH,400096,IN,LEED v4.1 O+M: EB,80,Platinum,2025-03-06,Yes,3224.01,Industrial Manufacturing,100,60,322401.0,19344060.0
1000182179,KP Sanghvi & Sons LLP - Factory 1,SUR,GUJ,394510,IN,LEED v4.1 O+M: EB,82,Platinum,2025-02-11,Yes,10400.67,Industrial Manufacturing,100,60,1040067.0,62404020.0
1000182186,KP Sanghvi & Sons LLP - Umiya,SUR,GUJ,395006,IN,LEED v4.1 O+M: EB,81,Platinum,2024-10-03,Yes,8270.88,Industrial Manufacturing,100,60,827088.0,49625280.0
1000182325,CONF,CON,CON,0,US,LEED v4.1 O+M: EB,65,Gold,2024-04-11,Yes,24522.68,CONF,50,50,1226134.0,61306700.0
1000182430,Laguna Clothing Pvt Ltd - DBR Unit,BEN,KAR,561205,IN,LEED v4.1 O+M: EB,81,Platinum,2024-01-18,Yes,12709.16,Industrial Manufacturing,100,60,1270916.0,76254960.0
1000182432,Tropic Knits India Private Limited,COI,TN,641017,IN,LEED v4.1 O+M: EB,81,Platinum,2024-04-24,Yes,11126.6,Industrial Manufacturing,100,60,1112660.0,66759600.0
1000182560,American Homes 4 Rent Office,LV,NV,89119,US,LEED v4.1 O+M: EB,63,Gold,2024-04-09,Yes,9184.76,Office: Administrative/Professional,60,50,551085.6,27554280.0
1000182563,Satelite 12,MUM,MAH,400093,IN,LEED v4.1 O+M: EB,77,Gold,2025-06-20,Yes,9419.0,Office: Other Office,60,50,565140.0,28257000.0
1000182570,JAT TECHNO SPINTEX MILLS,KAR,TN,639207,IN,LEED v4 BD+C: NC,90,Platinum,2024-01-24,Yes,23609.9,Industrial Manufacturing,100,60,2360990.0,141659400.0
1000182657,Rexford - 19431 Santa Fe Ave,COM,CA,90221,US,LEED v4 BD+C: NC,51,Silver,2024-09-23,Yes,171.68,Office: Administrative/Professional,60,40,10300.8,412032.0
1000182683,WBSETCL - Newtown AA - 132 kV Substation,KOK,WB,700091,IN,LEED v4.1 O+M: EB,81,Platinum,2024-05-04,Yes,650.32,Service: Other Service,50,60,32516.0,1950960.0
1000182690,Via Lamaro - U2,ROM,RM,173,IT,LEED v4.1 O+M: EB,74,Gold,2024-08-06,Yes,14550.0,Office: Other Office,60,50,873000.0,43650000.0
1000182734,Via Lamaro - U3,ROM,RM,173,IT,LEED v4.1 O+M: EB,71,Gold,2024-08-06,Yes,14360.0,Office: Other Office,60,50,861600.0,43080000.0
1000182777,Edificio New Century,SP,SP,0,BR,LEED v4.1 O+M: EB,73,Gold,2024-03-15,Yes,34272.0,Office: Mixed-Use,60,50,2056320.0,102816000.0
1000182781,COND. ED. SANTA CATARINA,SP,SP,0,BR,LEED v4.1 O+M: EB,73,Gold,2024-03-14,Yes,21077.41,Office: Mixed-Use,60,50,1264644.6,63232230.0
1000182789,The Centers - Gordon Square Office,CLE,OH,44102,US,LEED v4.1 O+M: EB,65,Gold,2025-07-01,Yes,5961.49,Healthcare: Clinic/Other Outpatient,100,50,596149.0,29807450.0
1000182806,CONF,CON,CON,0,IN,LEED v4 O+M: EB,61,Gold,2024-05-09,Yes,47154.59,CONF,50,50,2357729.5,117886475.0
1000182807,CONF,CON,CON,0,IN,LEED v4 O+M: EB,82,Platinum,2024-02-24,Yes,57978.53,CONF,50,60,2898926.5,173935590.0
1000182808,CONF,CON,CON,0,IN,LEED v4 O+M: EB,44,Certified,2024-06-25,Yes,16805.13,CONF,50,30,840256.5,25207695.0
1000182811,Shui On Centre,HKI,HK,999077,HK,LEED v4.1 O+M: EB,73,Gold,2024-04-07,Yes,50993.0,Office: Mixed-Use,60,50,3059580.0,152979000.0
1000182813,"Dubai Int City Inn Hub  Bld 7A,B,C,D,E,F",DUB,AE,0,AE,LEED v4.1 O+M: EB,83,Platinum,2024-02-02,Yes,34828.22,Office: Government,60,60,2089693.2,125381592.0
1000182824,Dubai Media City - Building 07-08,DUB,AE,0,AE,LEED v4.1 O+M: EB,81,Platinum,2024-01-23,Yes,24193.15,Office: Government,60,60,1451589.0,87095340.0
1000182826,Dubai Media City - Building - 09-10,DUB,AE,0,AE,LEED v4.1 O+M: EB,79,Gold,2024-01-17,Yes,23613.62,Office: Government,60,50,1416817.2,70840860.0
1000182844,One East Wacker,CHI,IL,60601,US,LEED v4.1 O+M: EB,64,Gold,2025-02-19,Yes,60524.17,Office: Administrative/Professional,60,50,3631450.2,181572510.0
1000182857,Sede Sicredi - Ed Adolfo Rudolfo Freitag,MCR,PR,0,BR,LEED v4 BD+C: NC,67,Gold,2024-10-11,Yes,3631.0,Office: Financial,60,50,217860.0,10893000.0
1000182999,HYUNDAI-Bona Villa Program,UC,UC,12000,CN,LEED v4 BD+C: NC,73,Gold,2024-06-14,Yes,2266.0,Other,50,50,113300.0,5665000.0
1000183023,CONF,CON,CON,0,US,LEED v4.1 O+M: EB,58,Silver,2024-03-12,Yes,9814.55,CONF,50,40,490727.5,19629100.0
1000183322,1001 Robert-Bourassa,MON,QC,0,CA,LEED v4.1 O+M: EB,73,Gold,2024-04-30,Yes,96194.46,Office: Administrative/Professional,60,50,5771667.6,288583380.0
1000183801,GEMINI TOWERS,MIL,MI,20152,IT,LEED v4.1 O+M: EB,62,Gold,2024-04-20,Yes,30724.0,Office: Administrative/Professional,60,50,1843440.0,92172000.0
1000183808,Escritorio Area Brasil,SP,SP,0,BR,LEED v4.1 O+M: EB,73,Gold,2025-06-27,Yes,5530.37,Office: Administrative/Professional,60,50,331822.2,16591110.0
1000183912,61 Queen and 56 Sparks,OTT,ON,0,CA,LEED v4.1 O+M: EB,55,Silver,2024-08-13,Yes,123638.0,Office: Government,60,40,7418280.0,296731200.0
1000183913,Bren Hall,SB,CA,93106,US,LEED v4 O+M: EB,94,Platinum,2024-07-31,Yes,7708.35,Laboratory,100,60,770835.0,46250100.0
1000183988,CONF,CON,CON,0,US,LEED v4 BD+C: NC,42,Certified,2024-06-14,Yes,3042.57,CONF,50,30,152128.5,4563855.0
1000184004,Sandhill Plaza,SHA,SHA,201210,CN,LEED v4.1 O+M: EB,82,Platinum,2024-03-21,Yes,51501.0,Office: Mixed-Use,60,60,3090060.0,185403600.0
1000184154,CONF,CON,CON,0,US,LEED v4.1 O+M: EB,57,Silver,2024-06-24,Yes,7719.87,CONF,50,40,385993.5,15439740.0
1000184166,Mariano Escobedo 595 Torre B,MC,DF,11580,MX,LEED v4.1 O+M: EB,77,Gold,2025-07-01,Yes,14360.0,Office: Financial,60,50,861600.0,43080000.0
1000184185,CONF,CON,CON,0,CA,LEED v4 BD+C: NC,54,Silver,2024-12-24,Yes,17222.0,CONF,50,40,861100.0,34444000.0
1000184203,HACI OMER SABANCI HOLDING,IST,IST,34330,TR,LEED v4.1 O+M: EB,67,Gold,2025-01-17,Yes,31141.83,Office: Administrative/Professional,60,50,1868509.8,93425490.0
1000184226,"Indian Designs Exports Pvt Ltd, Hosur",KD,TN,635107,IN,LEED v4.1 O+M: EB,83,Platinum,2024-05-15,Yes,15988.2,Industrial Manufacturing,100,60,1598820.0,95929200.0
1000184247,437 Madison Ave,NY,NY,10022,US,LEED v4.1 O+M: EB,46,Certified,2024-04-11,Yes,77509.25,Office: Mixed-Use,60,30,4650555.0,139516650.0
1000184249,767 Third Avenue,NY,NY,10017,US,LEED v4.1 O+M: EB,45,Certified,2024-04-11,Yes,26188.61,Office: Mixed-Use,60,30,1571316.6,47139498.0
1000184251,77 Water Street,NY,NY,10005,US,LEED v4.1 O+M: EB,56,Silver,2024-03-07,Yes,50809.3,Office: Mixed-Use,60,40,3048558.0,121942320.0
1000184253,747 Third Avenue,NY,NY,10019,US,LEED v4.1 O+M: EB,61,Gold,2024-04-23,Yes,38773.62,Office: Mixed-Use,60,50,2326417.2,116320860.0
1000184255,777 Third Ave,NY,NY,10019,US,LEED v4.1 O+M: EB,61,Gold,2024-02-28,Yes,52598.52,Office: Mixed-Use,60,50,3155911.2,157795560.0
1000184257,2 Gansevoort St,NY,NY,10014,US,LEED v4.1 O+M: EB,54,Silver,2024-05-09,Yes,16876.57,Office: Mixed-Use,60,40,1012594.2,40503768.0
1000184275,Pacific Tower,SEO,SOU,4513,KR,LEED v4 O+M: EB,66,Gold,2024-01-30,Yes,44350.0,Office: Mixed-Use,60,50,2661000.0,133050000.0
1000184297,110 East 59th Street,NY,NY,10022,US,LEED v4.1 O+M: EB,60,Gold,2024-04-01,Yes,45942.48,Office: Administrative/Professional,60,50,2756548.8,137827440.0
1000184318,Estidama Mosque,AD,AE,0,AE,LEED v4 BD+C: NC,90,Platinum,2024-10-24,Yes,482.0,Religious Worship,50,60,24100.0,1446000.0
1000184351,Fulvio Testi 250,MIL,MI,20126,IT,LEED v4.1 O+M: EB,63,Gold,2024-08-21,Yes,13426.0,Office: Other Office,60,50,805560.0,40278000.0
1000184430,"TCI Express Limited, Pune",PUN,MAH,410501,IN,LEED v4.1 O+M: EB,71,Gold,2024-02-16,Yes,12325.53,Warehouse: Nonrefrigerated Distribution/Shipping,40,50,493021.2,24651060.0
1000184434,DragonCor Foshan Lubao Logistics Park W1,FC,GUA,528139,CN,LEED v4.1 O+M: EB,77,Gold,2024-03-01,Yes,19770.0,Warehouse: General,40,50,790800.0,39540000.0
1000184436,DragonCor Foshan Lubao Logistics Park W2,FC,GUA,528139,CN,LEED v4.1 O+M: EB,76,Gold,2024-03-01,Yes,19770.0,Warehouse: General,40,50,790800.0,39540000.0
1000184438,DragonCor Foshan Lubao Logistics Park W3,FC,GUA,528139,CN,LEED v4.1 O+M: EB,76,Gold,2024-03-01,Yes,19770.0,Warehouse: General,40,50,790800.0,39540000.0
1000184440,DragonCor Foshan Lubao Logistics Park W4,FC,GUA,528139,CN,LEED v4.1 O+M: EB,74,Gold,2024-03-23,Yes,40136.0,Warehouse: General,40,50,1605440.0,80272000.0
1000184442,DragonCor Foshan Lubao Logistics Park W5,FC,GUA,528139,CN,LEED v4.1 O+M: EB,75,Gold,2024-03-23,Yes,40287.0,Warehouse: General,40,50,1611480.0,80574000.0
1000184465,Zero Latency,TAR,TAR,43840,ES,LEED v4 BD+C: NC,45,Certified,2024-05-29,Yes,287.0,Other,50,30,14350.0,430500.0
1000184482,AIRBUS CHINA OFFICE BUILDING,BEI,BEI,101312,CN,LEED v4.1 O+M: EB,61,Gold,2024-03-15,Yes,18558.0,Office: Mixed-Use,60,50,1113480.0,55674000.0
1000184500,FERRER INTERQUIM,SCDV,BCN,8173,ES,LEED v4.1 O+M: EB,68,Gold,2024-01-26,Yes,4188.0,Office: Administrative/Professional,60,50,251280.0,12564000.0
1000184578,MERLIN PROPERTIES CRISTALIA 1,MAD,MAD,28033,ES,LEED v4 O+M: EB,65,Gold,2025-04-01,Yes,13084.0,Office: Other Office,60,50,785040.0,39252000.0
1000184579,Recertification - Encinar,MAD,MAD,28050,ES,LEED v4 O+M: EB,66,Gold,2024-09-30,Yes,3785.0,Office: Other Office,60,50,227100.0,11355000.0
1000184716,Beijing Oriental Plaza,BEI,BEI,100738,CN,LEED v4 O+M: EB,89,Platinum,2024-04-11,Yes,403045.0,Office: Mixed-Use,60,60,24182700.0,1450962000.0
1000184797,CONF,CON,CON,0,IN,LEED v4.1 O+M: EB,90,Platinum,2024-06-24,Yes,2999.0,CONF,50,60,149950.0,8997000.0
1000184810,333 Ellington,GAI,MD,20878,US,LEED v4 BD+C: NC,60,Gold,2024-10-14,Yes,23325.53,Multi-Family Residential: Apartment,60,50,1399531.8,69976590.0
1000184927,Via del Lauro 7,MIL,MI,20121,IT,LEED v4.1 O+M: EB,70,Gold,2025-03-10,Yes,7951.5,Office: Administrative/Professional,60,50,477090.0,23854500.0
1000184964,SOTATECH,APO,NL,66603,MX,LEED v4.1 O+M: EB,72,Gold,2024-05-16,Yes,639.54,Warehouse: Nonrefrigerated Distribution/Shipping,40,50,25581.6,1279080.0
1000184985,CNOOC Plaza,BEI,BEI,100029,CN,LEED v4.1 O+M: EB,83,Platinum,2024-01-25,Yes,113500.0,Office: Administrative/Professional,60,60,6810000.0,408600000.0
1000185075,Bundang First Tower,SEO,KYO,13591,KR,LEED v4 O+M: EB,64,Gold,2024-03-26,Yes,40295.0,Office: Mixed-Use,60,50,2417700.0,120885000.0
1000185152,CONF,CON,CON,0,IN,LEED v4 O+M: EB,88,Platinum,2024-10-23,Yes,16443.83,CONF,50,60,822191.5,49331490.0
1000185177,Elixrr Industries Pvt. Ltd.,BHA,GUJ,392220,IN,LEED v4 BD+C: NC,47,Certified,2024-09-21,Yes,13470.94,Industrial Manufacturing,100,30,1347094.0,40412820.0
1000185359,MERCK NANTONG ADMIN BUILDING,NAN,JIA,226010,CN,LEED v4.1 O+M: EB,68,Gold,2024-01-25,Yes,2477.0,Office: Administrative/Professional,60,50,148620.0,7431000.0
1000185366,CONF,CON,CON,0,IN,LEED v4.1 O+M: EB,83,Platinum,2024-10-22,Yes,38120.05,CONF,50,60,1906002.5,114360150.0
1000185368,CONF,CON,CON,0,IN,LEED v4.1 O+M: EB,81,Platinum,2024-01-22,Yes,5628.16,CONF,50,60,281408.0,16884480.0
1000185375,DCEC Testing Center Building,XIA,HUB,441058,CN,LEED v4 BD+C: NC,60,Gold,2024-01-26,Yes,13700.0,Office: Mixed-Use,60,50,822000.0,41100000.0
1000185377,CONF,CON,CON,0,ES,LEED v4.1 O+M: EB,67,Gold,2024-07-22,Yes,20907.0,CONF,50,50,1045350.0,52267500.0
1000185379,PRESTIGE CYBER TOWER,CHE,TN,600100,IN,LEED v4.1 O+M: EB,81,Platinum,2024-04-10,Yes,38656.94,Office: Administrative/Professional,60,60,2319416.4,139164984.0
1000185382,LAGAR H,CDS,RS,0,BR,LEED v4 BD+C: NC,64,Gold,2024-10-04,Yes,982.0,Industrial Manufacturing,100,50,98200.0,4910000.0
1000185400,Condominio Torre Almirante,RDJ,RJ,0,BR,LEED v4.1 O+M: EB,67,Gold,2025-03-31,Yes,50949.05,Office: Administrative/Professional,60,50,3056943.0,152847150.0
1000185402,DMart Bhayli Vadodara,VAD,GUJ,391410,IN,LEED v4.1 O+M: EB,74,Gold,2024-02-21,Yes,5717.06,Retail: Convenience Store,35,50,200097.1,10004855.0
1000185422,Dmart Belapur,MUM,MAH,400814,IN,LEED v4.1 O+M: EB,72,Gold,2024-03-12,Yes,8859.0,Retail: Other Retail,70,50,620130.0,31006500.0
1000185439,Dmart Badlapur 2,MUM,MAH,421503,IN,LEED v4.1 O+M: EB,78,Gold,2024-03-05,Yes,5673.0,Retail: Other Retail,70,50,397110.0,19855500.0
1000185458,Galeria Laguna,CUR,PR,0,BR,LEED v4.1 O+M: EB,83,Platinum,2024-06-10,Yes,937.0,Other,50,60,46850.0,2811000.0
1000185476,Recertification - Diagonal 199,BAR,BCN,8018,ES,LEED v4 O+M: EB,66,Gold,2024-09-24,Yes,6102.0,Office: Other Office,60,50,366120.0,18306000.0
1000185480,Dmart Tirupur,TIR,TN,641606,IN,LEED v4.1 O+M: EB,78,Gold,2024-03-04,Yes,5368.0,Retail: Other Retail,70,50,375760.0,18788000.0
1000185482,Dmart Hosur,HOS,TN,635126,IN,LEED v4.1 O+M: EB,75,Gold,2024-02-22,Yes,8251.0,Retail: Other Retail,70,50,577570.0,28878500.0
1000185484,Dmart Sulur,SUL,TN,641402,IN,LEED v4.1 O+M: EB,77,Gold,2024-02-13,Yes,5022.0,Retail: Other Retail,70,50,351540.0,17577000.0
1000185486,Dmart Avaniyapuram Madhurai,MAD,TN,625012,IN,LEED v4.1 O+M: EB,75,Gold,2024-03-12,Yes,7014.0,Retail: Other Retail,70,50,490980.0,24549000.0
1000185488,Dmart Trichy Airport Road,TRI,TN,620004,IN,LEED v4.1 O+M: EB,71,Gold,2024-02-21,Yes,2172.0,Retail: Other Retail,70,50,152040.0,7602000.0
1000185490,Dmart Kiwale,PUN,MAH,412101,IN,LEED v4.1 O+M: EB,77,Gold,2024-02-28,Yes,4973.0,Retail: Other Retail,70,50,348110.0,17405500.0
1000185494,Dmart Kanadia,KAN,MAH,452016,IN,LEED v4.1 O+M: EB,71,Gold,2024-02-21,Yes,6872.0,Retail: Other Retail,70,50,481040.0,24052000.0
1000185497,Dmart Rajnandgaon,RAJ,CHH,491441,IN,LEED v4.1 O+M: EB,77,Gold,2024-02-21,Yes,3366.0,Retail: Other Retail,70,50,235620.0,11781000.0
1000185499,Dmart Charoda bhilai,BHI,CHH,490025,IN,LEED v4.1 O+M: EB,77,Gold,2024-02-21,Yes,6417.0,Retail: Other Retail,70,50,449190.0,22459500.0
1000185501,Dmart Yavatmal,YAV,MAH,445002,IN,LEED v4.1 O+M: EB,79,Gold,2024-02-21,Yes,3540.0,Retail: Other Retail,70,50,247800.0,12390000.0
1000185507,MRK Healthcare Existing Factory Building,PAT,GUJ,384290,IN,LEED v4.1 O+M: EB,69,Gold,2025-03-22,Yes,4645.0,Industrial Manufacturing,100,50,464500.0,23225000.0
1000185537,MEHMETCIK VAKFI ETIMESGUT,ANK,ANK,6790,TR,LEED v4.1 O+M: EB,70,Gold,2024-02-27,Yes,268.0,Service: Other Service,50,50,13400.0,670000.0
1000185539,GUZEL ENERJI MACUNKOY,ANK,ANK,6200,TR,LEED v4.1 O+M: EB,70,Gold,2024-02-27,Yes,114.0,Service: Other Service,50,50,5700.0,285000.0
1000185542,GUZEL ENERJI MURATPASA,ANT,ANT,7010,TR,LEED v4.1 O+M: EB,73,Gold,2024-04-17,Yes,170.3,Service: Other Service,50,50,8515.0,425750.0
1000185544,GUZEL ENERJI ALTUNIZADE,IST,IST,34662,TR,LEED v4.1 O+M: EB,70,Gold,2024-02-27,Yes,104.0,Service: Other Service,50,50,5200.0,260000.0
1000185546,GUZEL ENERJI BAKIRKOY,IST,IST,34145,TR,LEED v4.1 O+M: EB,81,Platinum,2024-04-01,Yes,219.0,Service: Other Service,50,60,10950.0,657000.0
1000185548,GUZEL ENERJI ATAKENT,IST,IST,34307,TR,LEED v4.1 O+M: EB,74,Gold,2024-02-27,Yes,862.0,Service: Other Service,50,50,43100.0,2155000.0
1000185550,GUZEL ENERJI BOSTANCI,IST,IST,34752,TR,LEED v4.1 O+M: EB,71,Gold,2024-08-14,Yes,100.0,Service: Other Service,50,50,5000.0,250000.0
1000185552,GUZEL ENERJI TUYAP,IST,IST,34500,TR,LEED v4.1 O+M: EB,63,Gold,2024-02-22,Yes,100.0,Service: Other Service,50,50,5000.0,250000.0
1000185555,MEHMETCIK VAKFI YENISEHIR,IST,IST,34912,TR,LEED v4.1 O+M: EB,78,Gold,2024-04-02,Yes,600.0,Service: Other Service,50,50,30000.0,1500000.0
1000185557,GUZEL ENERJI ORTAKENT,MUG,MUG,48400,TR,LEED v4.1 O+M: EB,69,Gold,2024-02-22,Yes,153.0,Service: Other Service,50,50,7650.0,382500.0
1000185559,GUZEL ENERJI ORDU,ORD,ORD,52200,TR,LEED v4.1 O+M: EB,71,Gold,2024-04-03,Yes,148.0,Service: Other Service,50,50,7400.0,370000.0
1000185579,DMart Doddaballapur,BAN,KAR,561203,IN,LEED v4.1 O+M: EB,75,Gold,2024-01-06,Yes,6568.06,Retail: Convenience Store,35,50,229882.1,11494105.0
1000185581,DMart Palanpur,PAL,GUJ,385001,IN,LEED v4.1 O+M: EB,75,Gold,2024-01-06,Yes,5235.08,Retail: Convenience Store,35,50,183227.8,9161390.0
1000185587,DMart Attavar Mangalore,MAN,KAR,575001,IN,LEED v4.1 O+M: EB,73,Gold,2024-01-06,Yes,7937.07,Retail: Convenience Store,35,50,277797.45,13889872.5
1000185596,DMart Nava Naroda,AHM,GUJ,382330,IN,LEED v4.1 O+M: EB,73,Gold,2024-01-06,Yes,13290.15,Retail: Convenience Store,35,50,465155.25,23257762.5
1000185620,DMart Bharuch,BHA,GUJ,392001,IN,LEED v4.1 O+M: EB,71,Gold,2024-01-06,Yes,6460.75,Retail: Convenience Store,35,50,226126.25,11306312.5
1000185624,DMart Surendra Nagar Gujarat,SN,GUJ,363030,IN,LEED v4.1 O+M: EB,72,Gold,2024-02-08,Yes,4261.74,Retail: Convenience Store,35,50,149160.9,7458045.0
1000185628,BODIO H,MIL,MI,20121,IT,LEED v4.1 O+M: EB,73,Gold,2024-06-14,Yes,2059.92,Office: Mixed-Use,60,50,123595.2,6179760.0
1000185634,Universal American School-Cafeteria Bldg,DUB,AE,49776,AE,LEED v4 BD+C: NC,42,Certified,2024-09-30,Yes,3185.92,Retail: Restaurant/Cafeteria,35,30,111507.2,3345216.0
1000185681,Kerry Centre,QB,HK,0,HK,LEED v4.1 O+M: EB,83,Platinum,2024-03-11,Yes,47482.0,Office: Mixed-Use,60,60,2848920.0,170935200.0
1000185900,9720 Wilshire Blvd,BH,CA,90212,US,LEED v4.1 O+M: EB,61,Gold,2024-12-20,Yes,5236.76,Office: Administrative/Professional,60,50,314205.6,15710280.0
1000185976,Palazzo Biandra',MIL,MI,20121,IT,LEED v4.1 O+M: EB,67,Gold,2024-10-07,Yes,13314.0,Office: Administrative/Professional,60,50,798840.0,39942000.0
1000185977,1133 15th Street Recertification,WAS,DC,20005,US,LEED v4 O+M: EB,60,Gold,2024-01-17,Yes,21514.57,Office: Mixed-Use,60,50,1290874.2,64543710.0
